Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
Correction to: Factors that affect the success of learning analytics dashboards,Educational Technology Research and Development,10.1007/s11423-019-09703-1,Yeonjeong ParkIl-Hyun Jo,2019,http://link.springer.com/article/10.1007/s11423-019-09703-1,Journal Article,SpringerLink,EC3
Supporting classroom orchestration with real-time feedback: A role for teacher dashboards and real-time agents,International Journal of Computer-Supported Collaborative Learning,10.1007/s11412-019-09306-1,Mike TissenbaumJim Slotta,2019,http://link.springer.com/article/10.1007/s11412-019-09306-1,Journal Article,SpringerLink,EC3
O022: Development of an electronic dashboard to assist surveillance,Antimicrobial Resistance and Infection Control,10.1186/2047-2994-2-S1-O22,S WallaceN Damani,2013,http://link.springer.com/article/10.1186/2047-2994-2-S1-O22,Journal Article,SpringerLink,EC3
Identifying known unknowns using the US EPA’s CompTox Chemistry Dashboard,Analytical and Bioanalytical Chemistry,10.1007/s00216-016-0139-z,Andrew D. McEachranJon R. SobusAntony J. Williams,2017,http://link.springer.com/article/10.1007/s00216-016-0139-z,Journal Article,SpringerLink,EC3
Dashboard Systems: Implementing Pharmacometrics from Bench to Bedside,The AAPS Journal,10.1208/s12248-014-9632-5,Diane R. MouldRichard N. UptonJessica Wojciechowski,2014,http://link.springer.com/article/10.1208/s12248-014-9632-5,Journal Article,SpringerLink,EC2
An analytics dashboard visualization for flood decision support system,Journal of Visualization,10.1007/s12650-017-0453-3,Sudipto SahaShashank ShekharSounak SadhukhanPrasun Das,2018,http://link.springer.com/article/10.1007/s12650-017-0453-3,Journal Article,SpringerLink,EC5
Usability evaluation of an open-source environmental monitoring data dashboard for archivists,Archival Science,10.1007/s10502-020-09340-1,Monica G. MaceliKerry Yu,2020,http://link.springer.com/article/10.1007/s10502-020-09340-1,Journal Article,SpringerLink,EC5
Information Needs Assessment for a Medicine Ward-Focused Rounding Dashboard,Journal of Medical Systems,10.1007/s10916-016-0542-1,Christopher A. AakreRajeev ChaudhryBrian W. PickeringVitaly Herasevich,2016,http://link.springer.com/article/10.1007/s10916-016-0542-1,Journal Article,SpringerLink,EC3
Reducing Imaging Utilization in Primary Care Through Implementation of a Peer Comparison Dashboard,Journal of General Internal Medicine,10.1007/s11606-020-06164-8,David J. Halpern MD MPHAdrian Clark-Randall MD SMJonathan Woodall MSJohn Anderson MD MPHKevin Shah MD MBA,2021,http://link.springer.com/article/10.1007/s11606-020-06164-8,Journal Article,SpringerLink,EC3
Enhancing hospital competitiveness: use of the electronic dashboard for managing the power of executing information systems,BMC Health Services Research,10.1186/1472-6963-14-S2-P15,Chia-Jung ChenJune-Dong LinChung-Feng Liu,2014,http://link.springer.com/article/10.1186/1472-6963-14-S2-P15,Journal Article,SpringerLink,EC3
Learning dashboards: an overview and future research opportunities,Personal and Ubiquitous Computing,10.1007/s00779-013-0751-2,Katrien VerbertSten GovaertsErik DuvalJose Luis SantosFrans Van AsscheGonzalo ParraJoris Klerkx,2014,http://link.springer.com/article/10.1007/s00779-013-0751-2,Journal Article,SpringerLink,EC3
Integrated model-driven dashboard development,Information Systems Frontiers,10.1007/s10796-007-9032-9,Themis PalpanasPawan ChowdharyGeorge MihailaFlorian Pinel,2007,http://link.springer.com/article/10.1007/s10796-007-9032-9,Journal Article,SpringerLink,OK
"A mixed methods evaluation of the maternal-newborn dashboard in Ontario: dashboard attributes, contextual factors, and facilitators and barriers to use: a study protocol",Implementation Science,10.1186/s13012-016-0427-1,Sandra DunnAnn E. SpragueJeremy M. GrimshawIan D. GrahamMonica TaljaardDeshayne FellWendy E. PetersonElizabeth DarlingJoAnn HarroldGraeme N. SmithJessica ReszelAndrea LanesCarolyn TruskoskiJodi WildingDeborah WeissMark Walker,2016,http://link.springer.com/article/10.1186/s13012-016-0427-1,Journal Article,SpringerLink,EC3
Response to Andrea Tendas et al.’s making quality of life assessment a dashboard for patients management,Supportive Care in Cancer,10.1007/s00520-014-2310-4,Fabrice Denis,2014,http://link.springer.com/article/10.1007/s00520-014-2310-4,Journal Article,SpringerLink,EC3
"Development, implementation and user experience of the Veterans Health Administration (VHA) dialysis dashboard",BMC Nephrology,10.1186/s12882-020-01798-6,Michael J. FischerWissam M. KouranyKaren SovernKurt ForresterCassandra GriffinNancy LightnerShawn LoftusKatherine MurphyGreg RothPaul M. PalevskySusan T. Crowley,2020,http://link.springer.com/article/10.1186/s12882-020-01798-6,Journal Article,SpringerLink,EC3
An updated dashboard of complete search FSM implementations in centralized graph transaction databases,Journal of Intelligent Information Systems,10.1007/s10844-019-00579-4,Rihab AyedMohand-Saïd HacidRafiqul HaqueAbderrazak Jemai,2020,http://link.springer.com/article/10.1007/s10844-019-00579-4,Journal Article,SpringerLink,EC3
Optimization of infliximab therapy in inflammatory bowel disease using a dashboard approach—an Indian experience,European Journal of Clinical Pharmacology,10.1007/s00228-020-02975-0,Mihika B. DaveAlpa J. DheraiDevendra C. DesaiDiane R. MouldTester F. Ashavaid,2021,http://link.springer.com/article/10.1007/s00228-020-02975-0,Journal Article,SpringerLink,EC5
Correction to: Optimization of infliximab therapy in inflammatory bowel disease using a dashboard approach—an Indian experience,European Journal of Clinical Pharmacology,10.1007/s00228-020-02989-8,Mihika B. DaveAlpa J. DheraiDevendra C. DesaiDiane R. MouldTester F. Ashavaid,2021,http://link.springer.com/article/10.1007/s00228-020-02989-8,Journal Article,SpringerLink,EC5
Development and implementation of a Telenephrology dashboard for active surveillance of kidney disease: a quality improvement project,BMC Nephrology,10.1186/s12882-020-02077-0,Melissa L. SweeM. Lee SandersKantima PhisitkulGeorge BaileyAngie ThumannNikki NeuzilBharat KumarAmy M. J. O’SheaBradley S. Dixon,2020,http://link.springer.com/article/10.1186/s12882-020-02077-0,Journal Article,SpringerLink,EC5
Dashboards for Therapeutic Monoclonal Antibodies: Learning and Confirming,The AAPS Journal,10.1208/s12248-018-0237-2,Diane R. MouldRichard N. UptonJessica WojciechowskiBecky L. PhanStacy TseMarla C. Dubinsky,2018,http://link.springer.com/article/10.1208/s12248-018-0237-2,Journal Article,SpringerLink,EC5
Flying Blind: Using a Digital Dashboard to Navigate a Complex PACS Environment,Journal of Digital Imaging,10.1007/s10278-005-8732-2,Matthew B. Morgan M.D.Barton F. Branstetter IV M.D.Jonathan Mates M.D.Paul J. Chang M.D.,2006,http://link.springer.com/article/10.1007/s10278-005-8732-2,Journal Article,SpringerLink,EC5
Pharmacokinetic Dashboard-Recommended Dosing Is Different than Standard of Care Dosing in Infliximab-Treated Pediatric IBD Patients,The AAPS Journal,10.1208/s12248-016-9994-y,Marla C. DubinskyBecky L. PhanNamita SinghShervin RabizadehDiane R. Mould,2017,http://link.springer.com/article/10.1208/s12248-016-9994-y,Journal Article,SpringerLink,EC3
"Development and usability of a feedback tool, “My Personal Brain Health Dashboard”, to improve setting of self-management goals among people living with HIV in Canada",Quality of Life Research,10.1007/s11136-020-02555-w,Maryam MozafariniaFateme RajabiyazdiMarie-Josee BrouilletteLesley K. FellowsNancy E. Mayo,2020,http://link.springer.com/article/10.1007/s11136-020-02555-w,Journal Article,SpringerLink,EC3
Making quality of life assessment a dashboard for patient management,Supportive Care in Cancer,10.1007/s00520-014-2342-9,Andrea TendasPasquale NiscolaLaura ScaramucciMarco GiovanniniTeresa DentamaroAlessio Pio PerrottiPaolo de Fabritiis,2014,http://link.springer.com/article/10.1007/s00520-014-2342-9,Journal Article,SpringerLink,EC3
The CompTox Chemistry Dashboard: a community data resource for environmental chemistry,Journal of Cheminformatics,10.1186/s13321-017-0247-6,Antony J. WilliamsChristopher M. GrulkeJeff EdwardsAndrew D. McEachranKamel MansouriNancy C. BakerGrace PatlewiczImran ShahJohn F. WambaughRichard S. JudsonAnn M. Richard,2017,http://link.springer.com/article/10.1186/s13321-017-0247-6,Journal Article,SpringerLink,EC3
Maintaining Quality Control Using a Radiological Digital X-ray Dashboard,Journal of Digital Imaging,10.1007/s10278-007-9098-4,Todd R. MinnighJacqueline Gallet,2009,http://link.springer.com/article/10.1007/s10278-007-9098-4,Journal Article,SpringerLink,EC3
Process based quality improvement using a continuous renal replacement therapy dashboard,BMC Nephrology,10.1186/s12882-018-1195-8,Theresa A. MottesStuart L. GoldsteinRajit K. Basu,2019,http://link.springer.com/article/10.1186/s12882-018-1195-8,Journal Article,SpringerLink,EC3
Benefit–Risk Monitoring of Vaccines Using an Interactive Dashboard: A Methodological Proposal from the ADVANCE Project,Drug Safety,10.1007/s40264-018-0658-y,Kaatje BollaertsTom De SmedtKatherine DoneganLina TitievskyVincent Bauchau,2018,http://link.springer.com/article/10.1007/s40264-018-0658-y,Journal Article,SpringerLink,EC3
Comparing the DebugIT dashboards to national surveillance systems,BMC Proceedings,10.1186/1753-6561-5-S6-O1,C DanielR ChoquetA AsseleF EndersP DaumkeM-C Jaulent,2011,http://link.springer.com/article/10.1186/1753-6561-5-S6-O1,Journal Article,SpringerLink,EC3
Developing a dashboard to help measure and achieve the triple aim: a population-based cohort study,BMC Health Services Research,10.1186/1472-6963-14-363,Hsien-Yeang SeowLyn M Sibley,2014,http://link.springer.com/article/10.1186/1472-6963-14-363,Journal Article,SpringerLink,EC3
A dashboard for monitoring preventive measures in response to COVID-19 outbreak in the Democratic Republic of Congo,Tropical Medicine and Health,10.1186/s41182-020-00262-3,Patient Mijiriro WimbaJacques-Aimé BazebosoPhilippe Bianga KatchungaLéon TshiloloBenjamin Longo-MbenzaMuriel RabilloudPhilippe VanhemsJean IwazJean-François ÉtardRené Écochard,2020,http://link.springer.com/article/10.1186/s41182-020-00262-3,Journal Article,SpringerLink,EC3
An Electronic Dashboard to Monitor Patient Flow at the Johns Hopkins Hospital: Communication of Key Performance Indicators Using the Donabedian Model,Journal of Medical Systems,10.1007/s10916-018-0988-4,Diego A. MartinezErin M. KaneMehdi JalalpourJames ScheulenHetal RupaniRohit TotejaCharles BarbaraBree BushScott R. Levin,2018,http://link.springer.com/article/10.1007/s10916-018-0988-4,Journal Article,SpringerLink,EC3
Interactive dashboards for vaccine benefit-risk assessment,Reactions Weekly,10.1007/s40278-018-44196-6,,2018,http://link.springer.com/article/10.1007/s40278-018-44196-6,Journal Article,SpringerLink,EC3
Multimodal social intelligence in a real-time dashboard system,The VLDB Journal,10.1007/s00778-010-0207-5,Daniel GruhlMeena NagarajanJan PieperChristine RobsonAmit Sheth,2010,http://link.springer.com/article/10.1007/s00778-010-0207-5,Journal Article,SpringerLink,EC3
A proof-of-concept framework for the preference elicitation and evaluation of health informatics technologies: the online PRESENT patient experience dashboard as a case example,BMC Medical Informatics and Decision Making,10.1186/s12911-020-1098-z,Emmanouil MentzakisDaria TkaczCarol Rivas,2020,http://link.springer.com/article/10.1186/s12911-020-1098-z,Journal Article,SpringerLink,EC3
Designing configurable automotive dashboards on liquid crystal displays,"Cognition, Technology & Work",10.1007/s10111-004-0163-1,F BellottiA De GloriaA PoggiL AndreoneS DamianiP Knoll,2004,http://link.springer.com/article/10.1007/s10111-004-0163-1,Journal Article,SpringerLink,EC3
Give Me a Customizable Dashboard: Personalized Learning Analytics Dashboards in Higher Education,"Technology, Knowledge and Learning",10.1007/s10758-017-9316-1,Lynne D. RobertsJoel A. HowellKristen Seaman,2017,http://link.springer.com/article/10.1007/s10758-017-9316-1,Journal Article,SpringerLink,EC3
Efficient optimization of a noise transfer function by modification of a shell structure geometry – Part II: Application to a vehicle dashboard,Structural and Multidisciplinary Optimization,10.1007/s00158-002-0214-2,S. MarburgH.-J. Hardtke,2002,http://link.springer.com/article/10.1007/s00158-002-0214-2,Journal Article,SpringerLink,EC3
"Development, implementation and preliminary evaluation of clinical dashboards in a department of anesthesia",Journal of Clinical Monitoring and Computing,10.1007/s10877-020-00522-x,Géry LaurentMouhamed D. MoussaCédric CireneiBenoît TavernierRomaric MarcillyAntoine Lamer,2020,http://link.springer.com/article/10.1007/s10877-020-00522-x,Journal Article,SpringerLink,EC3
Driving with Roadmaps and Dashboards: Using Information Resources to Structure the Decision Models in Service Organizations,Administration and Policy in Mental Health and Mental Health Services Research,10.1007/s10488-007-0151-x,Bruce F. ChorpitaAdam BernsteinEric L. Daleiden,2008,http://link.springer.com/article/10.1007/s10488-007-0151-x,Journal Article,SpringerLink,EC3
Correction to: A handheld classroom dashboard: teachers’ perspectives on the use of real-time collaborative learning analytics,International Journal of Computer-Supported Collaborative Learning,10.1007/s11412-019-09314-1,Roberto Martinez-Maldonado,2019,http://link.springer.com/article/10.1007/s11412-019-09314-1,Journal Article,SpringerLink,EC3
"SOCR data dashboard: an integrated big data archive mashing medicare, labor, census and econometric information",Journal of Big Data,10.1186/s40537-015-0018-z,Syed S HusainAlexandr KalininAnh TruongIvo D Dinov,2015,http://link.springer.com/article/10.1186/s40537-015-0018-z,Journal Article,SpringerLink,EC3
Uuse of a dashboard based on rapid viral tests results for predicting and managing clinical services,BMC Proceedings,10.1186/1753-6561-5-S6-P327,CHS LamPTY ChingWH Seto,2011,http://link.springer.com/article/10.1186/1753-6561-5-S6-P327,Journal Article,SpringerLink,EC3
Improving Health Care Management in Hospitals Through a Productivity Dashboard,Journal of Medical Systems,10.1007/s10916-020-01546-1,Miguel PestanaRuben PereiraSérgio Moro,2020,http://link.springer.com/article/10.1007/s10916-020-01546-1,Journal Article,SpringerLink,EC3
Keys for successful 360° hypervideo design: A user study based on an xAPI analytics dashboard,Multimedia Tools and Applications,10.1007/s11042-020-09059-2,Javier del MolinoToni BibiloniAntoni Oliver,2020,http://link.springer.com/article/10.1007/s11042-020-09059-2,Journal Article,SpringerLink,EC3
ICUs: from performance appraisal to executive dashboard?,Intensive Care Medicine,10.1007/s00134-007-0697-9,Corinne AlbertiIsabelle Durand-Zaleski,2007,http://link.springer.com/article/10.1007/s00134-007-0697-9,Journal Article,SpringerLink,EC2
Stereoscopic 3D dashboards,Personal and Ubiquitous Computing,10.1007/s00779-020-01438-8,Florian WeidnerWolfgang Broll,2020,http://link.springer.com/article/10.1007/s00779-020-01438-8,Journal Article,SpringerLink,EC3
Understanding the utilisation of a novel interactive electronic medication safety dashboard in general practice: a mixed methods study,BMC Medical Informatics and Decision Making,10.1186/s12911-020-1084-5,Mark JeffriesWouter T. GudeRichard N. KeersDenham L. PhippsRichard WilliamsEvangelos KontopantelisBenjamin BrownAnthony J. AveryNiels PeekDarren M. Ashcroft,2020,http://link.springer.com/article/10.1186/s12911-020-1084-5,Journal Article,SpringerLink,EC3
Design of a clinician dashboard to facilitate co-decision making in the management of non-specific low back pain,Journal of Intelligent Information Systems,10.1007/s10844-018-0539-y,Kerstin BachCindy MarlingPaul Jarle MorkAgnar AamodtFrances S. MairBarbara I. Nicholl,2019,http://link.springer.com/article/10.1007/s10844-018-0539-y,Journal Article,SpringerLink,EC3
"The design, development, and implementation of student-facing learning analytics dashboards",Journal of Computing in Higher Education,10.1007/s12528-018-9186-0,Robert BodilyTarah K. IkahihifoBenjamin MackleyCharles R. Graham,2018,http://link.springer.com/article/10.1007/s12528-018-9186-0,Journal Article,SpringerLink,EC3
A semantic proteomics dashboard (SemPoD) for data management in translational research,BMC Systems Biology,10.1186/1752-0509-6-S3-S20,Catherine P JayapandianMeng ZhaoRob M EwingGuo-Qiang ZhangSatya S Sahoo,2012,http://link.springer.com/article/10.1186/1752-0509-6-S3-S20,Journal Article,SpringerLink,EC3
PathBot: A Radiology-Pathology Correlation Dashboard,Journal of Digital Imaging,10.1007/s10278-017-9969-2,Linda C. KelahanAmit D. KalariaRoss W. Filice,2017,http://link.springer.com/article/10.1007/s10278-017-9969-2,Journal Article,SpringerLink,EC3
Clinician dashboard views and improvement in preventative health outcome measures: a retrospective analysis,BMC Health Services Research,10.1186/s12913-019-4327-3,Patrick A. TwohigJaclyn R. RivingtonDouglas GunzlerJoseph DapranoDavid Margolius,2019,http://link.springer.com/article/10.1186/s12913-019-4327-3,Journal Article,SpringerLink,EC3
"Open-Source, Web-Based Dashboard Components for DICOM Connectivity",Journal of Digital Imaging,10.1007/s10278-016-9866-0,Catalina BustamanteJulian PinedaSimon RascovskyAndres Arango,2016,http://link.springer.com/article/10.1007/s10278-016-9866-0,Journal Article,SpringerLink,EC3
Web-Based Dashboard for the Interactive Visualization and Analysis of National Risk-Standardized Mortality Rates of Sepsis in the US,Journal of Medical Systems,10.1007/s10916-019-1509-9,Meng-Tse LeeFong-Ci LinSzu-Ta ChenWan-Ting HsuSamuel LinTzer-Shyong ChenFeipei LaiChien-Chang Lee,2020,http://link.springer.com/article/10.1007/s10916-019-1509-9,Journal Article,SpringerLink,EC3
Increasing Student Use of a Learner Dashboard,Journal of Science Education and Technology,10.1007/s10956-020-09824-w,Rebecca L. SansomRobert BodilyCaroline O. BatesHeather Leary,2020,http://link.springer.com/article/10.1007/s10956-020-09824-w,Journal Article,SpringerLink,EC3
"Effects of learning analytics dashboard: analyzing the relations among dashboard utilization, satisfaction, and learning achievement",Asia Pacific Education Review,10.1007/s12564-015-9403-8,Jeonghyun KimIl-Hyun JoYeonjeong Park,2016,http://link.springer.com/article/10.1007/s12564-015-9403-8,Journal Article,SpringerLink,EC5
Information architecture for a patient-specific dashboard in head and neck tumor boards,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-018-1741-7,Alexander OeserJan GaebelAndreas DietzSusanne WiegandSteffen Oeltze-Jafra,2018,http://link.springer.com/article/10.1007/s11548-018-1741-7,Journal Article,SpringerLink,EC3
Student Facing Dashboards: One Size Fits All?,"Technology, Knowledge and Learning",10.1007/s10758-017-9314-3,Stephanie D. Teasley,2017,http://link.springer.com/article/10.1007/s10758-017-9314-3,Journal Article,SpringerLink,EC3
Towards application driven security dashboards in future middleware,Journal of Internet Services and Applications,10.1007/s13174-011-0047-6,Wouter JoosenBert LagaisseEddy TruyenKoen Handekyn,2012,http://link.springer.com/article/10.1007/s13174-011-0047-6,Journal Article,SpringerLink,EC3
Factors that affect the success of learning analytics dashboards,Educational Technology Research and Development,10.1007/s11423-019-09693-0,Yeonjeong ParkIl-Hyun Jo,2019,http://link.springer.com/article/10.1007/s11423-019-09693-0,Journal Article,SpringerLink,EC3
P158: Posting a management dashboard improves behaviour in the OR,Antimicrobial Resistance and Infection Control,10.1186/2047-2994-2-S1-P158,R MeinkeOT ReuthebuchJ FasslI GislerM HeibergerM SeebergerFS EcksteinAF Widmer,2013,http://link.springer.com/article/10.1186/2047-2994-2-S1-P158,Journal Article,SpringerLink,EC3
Letter to the Editor re: “The Radiology Digital Dashboard: Effects on Report Turnaround Time.”,Journal of Digital Imaging,10.1007/s10278-008-9153-9,,2009,http://link.springer.com/article/10.1007/s10278-008-9153-9,Journal Article,SpringerLink,EC3
Thermal Management Improvement  with Composite Materials in the Dashboard,ATZ worldwide,10.1007/s38311-019-0101-8,Paul BeckerAndreas Büter,2019,http://link.springer.com/article/10.1007/s38311-019-0101-8,Journal Article,SpringerLink,EC3
The Radiology Digital Dashboard: Effects on Report Turnaround Time,Journal of Digital Imaging,10.1007/s10278-007-9008-9,Matthew B. MorganBarton F. Branstetter IVDavid M. LionettiJeremy S. RichardsonPaul J. Chang,2008,http://link.springer.com/article/10.1007/s10278-007-9008-9,Journal Article,SpringerLink,EC3
Connecting domain-specific features to source code: towards the automatization of dashboard generation,Cluster Computing,10.1007/s10586-019-03012-1,Andrea Vázquez-IngelmoFrancisco José García-PeñalvoRoberto TherónDaniel Amo FilvàDavid Fonseca Escudero,2020,http://link.springer.com/article/10.1007/s10586-019-03012-1,Journal Article,SpringerLink,EC3
Balance Sheets Versus Decision Dashboards to Support Patient Treatment Choices: A Comparative Analysis,The Patient - Patient-Centered Outcomes Research,10.1007/s40271-015-0111-6,James G. DolanPeter J. Veazie,2015,http://link.springer.com/article/10.1007/s40271-015-0111-6,Journal Article,SpringerLink,EC3
"Fostering medical students’ lifelong learning skills with a dashboard, coaching and learning planning",Perspectives on Medical Education,10.1007/s40037-018-0449-2,Karen E. HauerNicholas IversonAlekist QuachPatrick YuanStephanie KanerChristy Boscardin,2018,http://link.springer.com/article/10.1007/s40037-018-0449-2,Journal Article,SpringerLink,EC3
Development and initial evaluation of a treatment decision dashboard,BMC Medical Informatics and Decision Making,10.1186/1472-6947-13-51,James G DolanPeter J VeazieAnn J Russ,2013,http://link.springer.com/article/10.1186/1472-6947-13-51,Journal Article,SpringerLink,EC3
Adaptive network diagram constructions for representing big data event streams on monitoring dashboards,Journal of Big Data,10.1186/s40537-019-0187-2,Alexander V. MantzarisThomas G. WalkerCameron E. TaylorDustin Ehling,2019,http://link.springer.com/article/10.1186/s40537-019-0187-2,Journal Article,SpringerLink,EC3
Applying population health approaches to improve safe anticoagulant use in the outpatient setting: the DOAC Dashboard multi-cohort implementation evaluation study protocol,Implementation Science,10.1186/s13012-020-01044-5,Geoffrey D. BarnesEmily SippolaMichael DorschJoshua ErricksonMichael LanhamArthur AllenPatrick SpoutzAnne E. SalesJeremy Sussman,2020,http://link.springer.com/article/10.1186/s13012-020-01044-5,Journal Article,SpringerLink,EC3
Proposal for a Performance Dashboard for the Monitoring of Water and Sewage Service Companies (WaSCs),Water Resources Management,10.1007/s11269-011-9901-3,Fiorenzo FranceschiniElisa Turina,2012,http://link.springer.com/article/10.1007/s11269-011-9901-3,Journal Article,SpringerLink,EC2
Creation of a chemotherapy-induced nausea/vomiting dashboard to improve outcomes for pediatric cancer patients,Supportive Care in Cancer,10.1007/s00520-020-05652-1,Alexandra M. WalshJennifer HessMelissa ReesCynthia WetmoreVinay Vadiya,2021,http://link.springer.com/article/10.1007/s00520-020-05652-1,Journal Article,SpringerLink,EC3
eRegCom—Quality Improvement Dashboard for healthcare providers and Targeted Client Communication to pregnant women using data from an electronic health registry to improve attendance and quality of antenatal care: study protocol for a multi-arm cluster randomized trial,Trials,10.1186/s13063-020-04980-1,Kjersti MørkridBinyam BogaleEatimad AbbasKhadija Abu KhaderItimad Abu WardAmjad AttalhTamara AwwadMohammad BaniodeKimberly Suzanne FrostMichael James FrostButhaina GhanemTaghreed HijazMervett IsbeihSally IssawiZaher A. S. NazzalBrian O’Donnell,2021,http://link.springer.com/article/10.1186/s13063-020-04980-1,Journal Article,SpringerLink,EC3
